,index,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
1729,12520,"Baru pertama kali gue bener2 naksir sama cowo yg mukanya asia parah, i mean....sipit, putih, adohhh gilak gue bener2 tergila2'",0,0,0,0,0,0,0,0,0
1730,325,"USER bagi anda mungkin gk apa2, tapi bagi kami Muslim ini sangat menghinakan kami. Iblis betina itu sdh menista syariat kami'",1,1,1,0,1,0,0,0,0
1731,7856,"Siyaaaaap Ndan RT""USER: Tolong jgn kait-kaitkan kasus ijp dgn anies sandi apapun yg boleh dikait-kaitkan cuma yg berhbgan dgn ahok/jokowi aja.",1,0,1,0,0,0,0,0,1
1732,9392,Pilkada akan tetap sejuk asal elit tidak memancing untuk gaduh.. Pak Presiden sebagai simbol utama negara harus mampu berperilaku dan bertutur yang menentramkan..,0,0,0,0,0,0,0,0,0
1733,5271,"Kunjungi Turki, 'Gubernur Indonesia' USER Bertemu Presiden USER Gubernur DKI Jakarta Anies Baswedan melanjutkan kunjungannya ke Turki. Anies bertemu Presiden Turki Recep Tayyip Erdogan dan menjalankan salat Jumat bersama.",0,0,0,0,0,0,0,0,0
1734,10451,"USER hallo, nama saya furi, saya adalah seorang katholik bahkan dari negara ini belum merdeka, saya bisa angkat galon ngobrol juga kok :)'",0,0,0,0,0,0,0,0,0
1735,8598,"USER woiii kampret!!! gelik gue liat lu,belagu amat jd orang.songong!!! minta di penci jidat lu hah?!!'",1,1,1,0,0,0,0,0,1
1736,9972,"Kenapa bukan aksi turunkan jokowi? Biar selamat indonesia, pak USER gak malu nyapres lagi?",1,0,1,0,0,0,0,0,1
1737,6387,RT USER: #SANGE_AAAAAAAAAAH #memek gatel say pngen disruduk kontol ! Retweet sayang yg pngen #ngentot \xf0\x9f\x98\x98 kuy... URL,0,1,0,0,0,0,0,0,0
1738,10933,"USER Lebih geblek, kalo udah merit malah suka nelponin terus kak \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,1,0,0,0,0,0,0,0
1739,3386,RT USER: #IklanAhokJahat bikin darah mendidih. bangsat penuh dengan propaganda. emang lo kira islam radikal ?Kalau kami mau,1,1,1,0,1,0,0,0,0
1740,12530,"Banyak Laporan tentang Gafatar, Kami Rekomendasikan Dilarang Yg harus dilarang ISLAM #hikdun",1,0,0,1,1,0,0,0,0
1741,4359,USER ahok si kutil babi kembali ke rumah lembang kenapa jakarta jadi banjir bud?,1,1,1,0,0,0,0,0,1
1742,3863,3. Ya. Aku seorang katolik sejak kecil. Tidak ada alasannya. Mungkin karena orangtua.',0,0,0,0,0,0,0,0,0
1743,2907,USER USER Saya selalu mengikuti diskusi ttg Islam Nusantara ini.. menarik sekali tapi saya belum berani komment Prof.. dan saya terkesan dg komment pak Budisepang ini.. saya penganut Kristen Jawa.. \xf0\x9f\x98\x8a syallom...',0,0,0,0,0,0,0,0,0
1744,9436,Dukung saja Pak de... ahok Anda dukung juga kan!! RAKYAT sudah semakin faham...cerdas..mana PEMBUAL mana PEMIMPIN URL,1,0,1,0,0,0,0,0,1
1745,5891,"#2019GantiPresiden Mulai Main Kasar atas nama agama, ulama, ustaz dan uztazah Forum Ulama Umat Indonesia USER USER agar ditindaklanjuti",0,0,0,0,0,0,0,0,0
1746,6624,USER USER kalo USER gak laporin USER sekalian brarti fix klo satu gerbong... ð???ð???,0,0,0,0,0,0,0,0,0
1747,12641,"Pilkada Damai 2018 ; Aman, Damai dan Bermartabat; USER USER",0,0,0,0,0,0,0,0,0
1748,6759,BRENGSEK BOYFRIEND SEKALI AKU GA KUAT',1,1,1,0,0,0,0,0,1
1749,2463,Faham betui betui maksud menegakkan agama Allah dengan berjihad sepenuhnya,0,0,0,0,0,0,0,0,0
1750,2589,USER USER Dasar culun dan plongo...',1,1,1,0,0,0,0,0,1
1751,809,USER Oii turo bom? Kajakkk',0,0,0,0,0,0,0,0,0
1752,7604,USER kalau boleh saya ngomong ingin saya katakan ahmad dhani monyet babi anjing. tapi itu tidak boleh,1,1,1,0,0,0,0,0,1
1753,4701,RT USER USER USER USER Indeks demokrasi menurun pegimana dengan indeks Komunis/PKI dan Otoritarianisme?,1,0,0,1,0,1,0,0,0
1754,10883,USER 1. Tidak Perih pada Luka Sariawan \n2. Kemasanya Finger Off yang tidak bersentuhan dengan luka \n3. Mengandung Ekstrak lidah buaya \n4. Aman Digunakn Bayi &amp; Anak-anak \n5. Memiliki Rasa Manis \n6. Tidak bereaksi terhadap Obat lain \n7. t,0,0,0,0,0,0,0,0,0
1755,1758,"Tweet in English tak bermakna dia ""Bajet Hot"".; ; Tweet banyak melayu tak bermakna dia ""So Kampung"".; ; Tweet Islam tak bermakna dia ""Bajet Alim""",0,0,0,0,0,0,0,0,0
1756,11641,"YF siapapun ngewe yok, bete banget gua'",0,1,0,0,0,0,0,0,0
1757,5401,"Di Kazakhstan, kartun SpongeBob SquarePants dilarang, karena kartun ini menciptakan sebuah budaya holiganisme, kekerasan, dan bullying.",0,0,0,0,0,0,0,0,0
1758,3680,GAPERNAH MENDALAMI AL-QURAN YA BANG??? PANTESAN MULUTNYA KAYA ORANG KAFIR BEJAT HINA USER',1,1,1,0,1,0,1,0,0
1759,70,"RT USER: Bajingan Homo!!!\nHati2 terhadap anak2 kita terutama di kamar mandi laki2, jgn biarkan sendiri! URL",1,1,1,0,0,0,0,1,0
1760,9068,"USER USER USER USER USER USER USER USER USER USER USER USER km ga up date berita jokowi saat ini tdk bs meneruskan bbrp proyek alias mangkrak, usia pemerintahan msh seumur jag",0,0,0,0,0,0,0,0,0
1761,10730,USER makanya otaknya diupgrade dong\n\nkan ena invisible bisa liat anu\n\nsaya mau jadi mas kunti aja bisa terbang',0,0,0,0,0,0,0,0,0
1762,1388,Hidup kena kerja keras jangan harap kena suap bajingan',0,1,0,0,0,0,0,0,0
1763,12116,USER USER USER Mau debat sama anak yg dikuliahin tapi bisa dibegoin?\nBajingan emang orang kayak elu ya bikin indon sengsara URL,1,1,1,0,0,0,0,0,1
1764,3394,USER rezim tukang nipu. hoax . anti kritik',1,0,0,1,0,0,0,0,1
1765,4775,"USER Pak USER sbelum berani umumkan Muhammad Nabi Gadungan, Anda hrs dorong KPAI mlarang anak mengaji",1,1,0,1,1,0,0,0,0
1766,3684,Bagaimana mungkin Kementerian Agama menghapus Teroris Islam di Indonesia? USER Lukman Hakim S. tidak paham Islam,1,0,0,1,1,0,0,0,0
1767,7955,USER Hati2 yang nyebarin video bom meledak mau ditangkap',0,0,0,0,0,0,0,0,0
1768,11413,RT USER keris kok di letakkan di depan? Ngajak perang siapa hati-hati bntr lg dipecat sama USER,1,0,1,0,0,0,0,0,1
1769,2492,"USER USER Sejelek2nya Jokowi, jk di sandingkn dgn Prabowo, masih jauh, dr jejaknya saja rakyat sdh tau, mungkin jk bkn Prabowo masih bs di pertimbangkan utk tdk milih Jokowi. Hemm buta mata boleh mas, tp jk hati yg sdh di butakan oleh p",0,0,0,0,0,0,0,0,0
1770,811,"USER Setahu saya prambanan adalah candi hindu. (kelompok candi dieng, candi ungaran gedong songo dll). Borobudur adalah candi budha (kelompok sewu kalasan mendut dll).'",0,0,0,0,0,0,0,0,0
1771,8102,Merindukan mu bearti mengajari ku untuk menjadi pembunuh ulung...\n\nSebab rasa rindu yang ada harus segera aku bunuh agar tak menjadi bom waktu yang bisa menghancurkan semuanya *eaakkk',0,0,0,0,0,0,0,0,0
1772,1995,USER Ga sekalian lu jadiin gua anak nih biar makin sarap',0,1,0,0,0,0,0,0,0
1773,3022,"pantesan namanya kaya gak asing, ternyata Lalu...'",0,0,0,0,0,0,0,0,0
1774,7850,"USER Daripada ikut Pilkada yang udah pasti gak menang mending voting nama bapak di polling saya aja pak, kali aja beneran jadi pelatih timnas.",0,0,0,0,0,0,0,0,0
1775,662,USER USER USER USER Pencipta hoaxs ya presiden dan wakilnya',1,0,1,0,0,0,0,0,1
1776,1853,"USER USER Lah, serius? Macem umat katolik dulu sebelum renaissance? Kok gitu \xf0\x9f\x98\x95'",0,0,0,0,0,0,0,0,0
1777,7048,Kita semua hanyalah UMAT,0,0,0,0,0,0,0,0,0
1778,5829,RT USER: Stw bali...erma suka kontol.. URL,0,1,0,0,0,0,0,0,0
1779,6311,USER USER Cina cuma jadi benalu nkri \xf0\x9f\x90\xb7\xf0\x9f\x90\xb7\xf0\x9f\x90\xb7',1,1,0,1,0,1,0,0,0
1780,11940,Katanya otoriter. Kalau otoriter seperti pemimpin Korut mungkin yg tidur itu udah dihukum mati sama Kim Jong un,1,0,1,0,0,0,0,0,1
1781,2096,RT USER saat AR sehat saja jd calon presiden dia dipukul oleh SBY apalagi jelang pikun atau malah sdh pikun,1,0,1,0,0,0,0,0,1
1782,12606,USER USER USER cebong kan otak nya cuma sak upil',1,1,0,1,0,0,0,0,1
1783,2744,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Masalahnya si banci dengan akun palsu itu bilang utang pemerintah era USER,1,1,1,0,0,0,0,1,0
1784,831,"USER USER USER USER Sama bli senang punya saudara bli, kebetulan saya senang mempelajari Hindu Bali, untuk menambah wawasan.\nDan karya karya Gde Prama juga menarik untuk dibaca perluasan wawasan.'",0,0,0,0,0,0,0,0,0
1785,10168,PEMBUNUHAN karakter MayJen Kivlan Zein & USER oleh Rezim yg jelas antek Komunis saat ini bisa diwakili dari Ftho diatas...,1,0,1,0,0,0,0,0,1
1786,165,"Giat Bhabinkamtibmas Brigpol Mbs Sihombing pd hari ini, Rabu 11 April 2018 melaks sambang desa dan tatap muka sekaligus monitoring Kamtibmas menuju Pilkada 2018 di Desa Lobusiregar I, tepatnya dirumah Rudi Panjaitan, Helman Siahaan dan Hotman Siahaan",0,0,0,0,0,0,0,0,0
1787,7821,"USER Wahai saudaraku, ketahuilah bahwa, Jokowi adalah tetap saudara kita. Yg patut kita tinggalkan adalah para partai politik pendukung penista agama, orang2 yg mendukung penista agama, penduduk zionis Israel, kaum munafik, liberal, komunis d",0,0,0,0,0,0,0,0,0
1788,10200,Ambik course graphic design tapi bergaya semacam pergi class macam budak fashion\n\nYaa setan budek takkan aku nak pakai baju tidur pergi class hanat.\nYe tahu designer takda masa tapi aku ada masa untuk appearance aku noted that\n\nMaju lu sini anjing',1,1,1,0,0,0,0,0,1
1789,7965,"Pas Reza Rahadian bilang...\n\n""Aku itu buta, bukan mati rasa.""\n\nBanyak hati yang patah.'",0,0,0,0,0,0,0,0,0
1790,11554,USER Bacot lu diyem',1,1,1,0,0,0,0,0,1
1791,5232,RT USER: ummi sampe kempot2 gitu pipi nya....doyan ya ummi sedot kontol URL,0,1,0,0,0,0,0,0,0
1792,7652,USER papah matamu picek',1,1,1,0,0,0,1,0,0
1793,1656,"Sengaja itumah, tapi rakyat ga bodoh, smoga sgera ganti presiden amin",1,0,1,0,0,0,0,0,1
1794,1143,budha membantai muslim rohingya,1,0,0,1,1,0,0,0,0
1795,12545,Tahun 1999 poros tengah bisa terbentuk dikarenakan pemilihan presiden melalui mekanisme MPR; Namun saat ini pemilihan presiden oleh rakyat; ; TIDAK MUNGKIN ADA POROS KETIGA,0,0,0,0,0,0,0,0,0
1796,2518,Agus silvy Tukang Fitnah DebatFinalPilkadaJKT,1,0,1,0,0,0,0,0,1
1797,3196,USER Situ juga sarap berarti anjer',1,1,1,0,0,0,1,0,0
1798,2004,USER SIRIK AE LU ONTA\xf0\x9f\x98\x83',1,1,1,0,0,0,0,0,1
1799,4016,"RT USER: Bos Korea gua itu awalnya ga percaya yg begituan, meskipun banyak kejadian di pabrik. \n\nOrang yg kesurupan dia bilangnya\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1800,2570,USER Sitip apa siapa',0,0,0,0,0,0,0,0,0
1801,5116,"Tasik Chini yg diiktiraf Rizab Biosfera oleh UNESCO sesungguhnya kaya dengan khazanah alam semulajadi, flora &amp; fauna.; ; Namun sejak 2009, persekitaran kawasan itu semakin terjejas akibat kegiatan pembalakan, perlombongan &amp; perladangan yg tidak ter",0,0,0,0,0,0,0,0,0
1802,7307,Ini yangmembuat #2019T3tapJokowi,0,0,0,0,0,0,0,0,0
1803,4509,"cinta itu buta \nbuta itu mata \nmata itu bulat \nbulat itu telor \ntelor itu kuning \nkuning itu eek\nberati, cinta itu eek'",0,0,0,0,0,0,0,0,0
1804,12971,Allahu Akbar Gaduh Karena Ahok Rakyat Bersama FPI Bubarkan GMBI Copot Kapolda Jabar penjarakan ahok,1,0,0,1,0,0,0,0,1
1805,12301,"USER BILA AKU DGR GO GO EN PART JK YG DIA SEBUT ""MADE"" TU AKU SUKA GILA HAHAHAHAH'",0,0,0,0,0,0,0,0,0
1806,8692,"Pengusaha China : Kalau Reklamasi Pulau G Batal, Jokowi Kami Lengserkan! URL",1,0,1,0,0,0,0,0,1
1807,1737,USER Dimanfaatkan utk politik rezim...',0,0,0,0,0,0,0,0,0
1808,11329,RT USER USER USER USER sby gak butuh dijelek2in memang sudah pimpinan kaum bobrok koruptor,1,1,0,1,0,0,0,0,1
1809,7086,USER Bapakku ateis. Ga serem sih sebenernya.',0,0,0,0,0,0,0,0,0
1810,4009,"USER Bingung membedakan mana yang hasil bisikan jin, iblis atau malaikat bahkan hasil pemikiran orang lain yg pernah singgah. \nHanya Tuhan yang paham. \n\n\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,0
1811,3676,USER USER USER USER Blangko lg dipake TKA China.',0,0,0,0,0,0,0,0,0
1812,6889,"BUAT AHOKER YANG TAKUT MATINYA GG DISHOLATIN , TENANG ADA ABU JANDA UST GADUNGAN YG SIAP SHOLATIN AHOKER & JOKOWER",1,1,0,1,1,0,0,0,0
1813,11072,USER Gini aja terus sampe titit kamu copot yang\xf0\x9f\x99\x82',0,1,0,0,0,0,0,0,0
1814,4909,"USER nganu juga sih. Juve jangan cuma jual pemain kalo udah mahal, sesekali belilah yang mahal biar memicu tubir tiada habisnya. CR7 ini dihujat, tapi begitu pindah ke Juve disiapin narasi apologi. mirip politik Indonesia gak sih, ketika ada kamp",0,0,0,0,0,0,0,0,0
1815,12564,"USER Sudahlah... biarlah itu menjadi sejarah kelam bangsa kita. Yang pasti sekarang harus waspada, jangan sampai antek orba bangkit lagi.'",0,0,0,0,0,0,0,0,0
1816,8283,Alhamdulillah 1 malam bisa tembus 100subcribe channel... Gk sia sia jadi noo,0,0,0,0,0,0,0,0,0
1817,10014,USER ya yg lebih bacot kan emg lu',1,1,1,0,0,0,0,0,1
1818,4670,"8. Presiden USER: Mulai dari kira-kira pembukaan seperti apa, pertandingannya seperti apa hingga penutupannya. Juga kesiapan atlet-atlet kita yang akan berlaga di #AsianGames2018 #JokowiPacuPromosiAsianGames #YukPromosikanAsianGames18",0,0,0,0,0,0,0,0,0
1819,5622,Cagub Lampung dan Keberpihakan Pertanian,0,0,0,0,0,0,0,0,0
1820,10571,"Kalau Umat Islam tidak Toleran, umat Kristiani, Budha, Rindhu, Cina, dan sebagainya itu PASTI udah kami USIR... URL",1,0,0,1,1,1,0,0,0
1821,8905,"15. Semua tuduhan KPK tdk terbukti namun LHI dipaksakan diputus bersalah ""percobaan penyuapan"" dan divonis 16 tahun penjara !\n\n16 thn penjara dan nama baiknya serta kehormatan keluarganya hancur krn fitnah KPK dan media2 bajingan kolaborator KPK\n\nKPK benar2 mafia bejat'",1,1,0,1,0,0,0,0,1
1822,3120,Trimakasih ya allah engkau tlah tunjukan kebesaranmu... Engkau tlah membukakan mata hatiku yg buta krn cinta...trimakasih tuhan engkau masih menolongku..',0,0,0,0,0,0,0,0,0
1823,9056,"Stadion merupakan saksi bisu pagelaran sepak bola. Di Indonesia, stadion sebagian besar memiliki masjid untuk ibadah umat Islam'",0,0,0,0,0,0,0,0,0
1824,3265,Monggo lurd jadwal acara Upacara Adat dan Kirab Budaya Mbah Bergas.,0,0,0,0,0,0,0,0,0
1825,8728,"cowo jaman sekarang rata2 udah putus suka ngejelekin mantannya, bispak lah, perek lah, dll. nah cowo kaya gitu ga lebih dari banci #Cabecabeaan'",1,1,0,1,0,0,0,1,0
1826,3038,"USER kok kayak tau ya kak :' apa ya kak :' ga asing gitu(?)""",0,0,0,0,0,0,0,0,0
1827,12940,"USER Duterte yg beraliran komunis atheis tulen, kok bisa terpilih jd presiden Philipina yg mayoritas kristen katolik.'",0,0,0,0,0,0,0,0,0
1828,3344,"USER USER USER USER USER buat lo gak usah bahas ekonomi yg morat marit deh, gwe mau tahu lo tuh siapa pake akun tulisan nama kek gitu? lo antek aseng bukan? gegara aseng kek congor lo negara gwe jd hina kek gini, nega",1,1,1,0,0,0,0,0,1
1829,8454,"USER wkkkkkk, dasar cebong'",0,1,0,0,0,0,0,0,0
1830,2754,Anies congornya aja gede. Realisasinya gak ada. Janji terus dari awal bisanya paling korupsi. Balik jadi dosen aja bangsat.,1,1,1,0,0,0,0,0,1
1831,9289,U-Kwon beragama kristen',0,0,0,0,0,0,0,0,0
1832,1520,USER Terkutuk engkau.',1,1,1,0,0,0,0,0,1
1833,11712,"Byk lagi isu umat islam yg berlaku. Lgbt dikatakan dosa peribadi. Hatta tu maksiat paling jelas kena cegah sbb kisah kaum nabi luth dh dirakamkan dalam alquran.\n\nPersoalan dia, kita rujuk atau tak alquran dalam kehidupan kita?'",0,0,0,0,0,0,0,0,0
1834,12039,"USER Ya betoi... maqbul, khaleel, pelita semua sama. Kayu jangan kira la kedai mamak harga yahudi.'",0,0,0,0,0,0,0,0,0
1835,3025,Hari-hari ini banyak orang menjadikan agama sbg sumber kemarahan. Kita perlu menampilkan agama sbg sumber kasih dan binadamai. Sila baca buku ini. GRATIS!; ; Ketika Agama Bawa Damai ~ USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0
1836,13038,"USER USER Emang kamu yakin gak pernah menghujat?\nJangan munafik lah Non,'",1,1,1,0,0,0,0,0,1
1837,761,RT USER: USER Burma dan Budha memang teroris sebenarnya,1,0,0,1,1,0,0,0,0
1838,605,"Bu, di perpustakaan orangnya pada bisu ya bu? | hah? Emang knp nak? | tuh mereka pada diem2an, ga ada yg bersuara | -__- ,'",0,0,0,0,0,0,0,0,0
1839,3938,USER Kopar kapir....preet pret...buktinya junjungan loe si uno ngilmu nya ke negeri kapir....',1,1,1,0,1,0,0,0,0
1840,10992,"Itulah sebabnya scra ekonomi rencana tsbt dinilai berbahaya. Pasalnya, dana murah tadi bersifat dana jangka pendek.",0,0,0,0,0,0,0,0,0
1841,6923,Waini.... ide brilian... bisa memotivasi PNS untuk lebih semangat bekerja.... kerja sampingan di jam dinas... ð???,0,0,0,0,0,0,0,0,0
1842,5072,Beberapa pengguna Buah Iblis membutuhkan waktu dan latihan untuk memaksimalkan potensi kekuatan mereka',0,0,0,0,0,0,0,0,0
1843,5485,USER aku kan mau berduaan sama sipit',0,0,0,0,0,0,0,0,0
1844,9479,"Biarlah rama berkata\nBiarlah shinta berucap\nAku hanya tertunduk malu\nAku hanya meratap sedih\n\nBiarlah rama,,shinta bercerita tentang asmara\nAku hanya terdiam bisu mendengar,,melihat kisah percintaan mereka\n\nKarena aku hanyalah wayang yg senantias",0,0,0,0,0,0,0,0,0
1845,9006,BTS Ungguli Presiden Korea Selatan di Polling 100 Pembaca Majalah Time,0,0,0,0,0,0,0,0,0
1846,1666,"USER USER USER USER USER USER USER USER USER USER USER USER Warisan presiden periode sebelumnya. 10 th hasilnya cm bbrp album lagu, kader2nya korupsi berjamaah. Tp skrg lagaknya sera",1,0,0,1,0,0,0,0,1
1847,13076,RT USER Biar kata pak gatot ngeles tapi hati kecilku berkata ni ada udang di balik micin..prabowo makin mekar senyumx..,1,0,1,0,0,0,0,0,1
1848,2087,Lbh percaya perusahaan asing drpd media lokal.. Dasar antek asing ente Om USER..,1,0,1,0,0,0,0,0,1
1849,4649,"A orangnya rendah hati, pemalu sekaligus perfeksionis",0,0,0,0,0,0,0,0,0
1850,4070,jual Stiker Awas Arus Listrik Tegangan Tinggi -,0,0,0,0,0,0,0,0,0
1851,10802,USER USER USER USER Coba deh Mba...tanya sama Om M Taufik dari Gerindra....teman2 aseng nya ada brp banyak. Soalnya waktu pilkada DKI Om Taufik pernah tuh makan2 sama aseng di daerah jakarta utara. Dan kmrn waktu kampanye jug,0,0,0,0,0,0,0,0,0
1852,7631,Bangkai betul! Nasib baik uzur',1,1,1,0,0,0,0,0,1
1853,7727,"Gw lihat emang si Anies ini ada kurangnya ya. Tapi gw ngebandingin sama Ahok tahun lalu yg mudah aja bilang; mampus, badjingan, brengsek, taik, pemahaman nenek Lo ke orang lain dihadapan publik maupun rapat internal. Menurut gw sih mending si Anies yak.",1,1,1,0,0,0,0,0,1
1854,8685,USER SERIGALANYA JABLAY WKWKWK',0,1,0,0,0,0,0,0,0
1855,3831,"Ketua Umum PAN USER, menyatakan dirinya siap maju sebagai Calon Presiden Republik Indonesia pada Pilpres 2019.;",0,0,0,0,0,0,0,0,0
1856,12138,USER USER Nah kalau itu Tinggal mental yg buang sampah. Kan sudah ada tempat sampah. Jangan buang sembarangan. Jaga juga lingkungan kita.',0,0,0,0,0,0,0,0,0
1857,10477,USER Eh gue yang geblek sm temen yang pinter kan sama aja ya. Tuh kan berarti bener gue yg geblek\xf0\x9f\x98\xa9',0,1,0,0,0,0,0,0,0
1858,6972,USER Yg pilih cebong otak IQ 200 sekolam',1,1,1,0,0,0,0,0,1
1859,6563,usir budha indonesia jika mereka diam melihat pembantaian ini. URL,1,0,0,1,1,0,0,0,0
1860,10873,"Makcik cina sebelah katil no 3 ni walau dia dah pinda wad,tapi dia ingat juga kebaikan n pertolongan selama berjiran.. Hri ni dia datang bagi buah tangan Alhamdulillah sunggu baik anty cina\xf0\x9f\x98\x8d Terima kasih.'",0,0,0,0,0,0,0,0,0
1861,3191,"Anda percaya Muhammad Nabi atau tidak, tuliskan argumentasi Anda ke Pak USER agar tak ada keraguan lagi",1,0,1,0,1,0,0,0,0
1862,10130,Kasian Pak USER terbata-bata bicaranya karena lupa bawa teks sampai ga da yang mau mmperhatikannya...ð???ð???; ; Hormat dan sukses selalu Pak Anies ð???ð???ð???,0,0,0,0,0,0,0,0,0
1863,9206,Indonesia jadi Republik Berisik sejak USER presiden... lengserkan jokowi,1,0,1,0,0,0,0,0,1
1864,3223,Abang ipar adam ni pun bangkai dasar penunggang agama!!!!!',1,1,1,0,1,0,0,0,0
1865,7174,Apalagi mereka partai koalisi pendukung pemerintah yg juga diketahui sudah menjalin kerjasama politik dengan partai komunis china,1,0,0,1,0,1,0,0,0
1866,4766,RT USER: Enaknya ngentot ramai2 URL,0,1,0,0,0,0,0,0,0
1867,13133,USER Terima kasih pak Jokowi.. anda telah bekerja yg memberi manfaat kpd rakyat..\n\nTtd\nCebong Somplak..',1,1,1,0,0,0,0,0,1
1868,1916,"PRESIDEN JOKOWI:TINJAU LANGSUNG,PRESIDEN PASTIKAN BIJB BISA UJI COBA BULAN DEPAN",0,0,0,0,0,0,0,0,0
1869,4222,"USER USER seorang filsuf pun harus ""feel safe"" secara materi ekonomi, apapun caranya",0,0,0,0,0,0,0,0,0
1870,9458,bodo amat mentab gua gak terselamatkan',0,1,0,0,0,0,0,0,0
1871,12274,"Masuknya Presiden Joko Widodo alias Jokowi dalam daftar 500 muslim paling berpengaruh, ini membuktikan bahwa Jokowi diterima dengan baik oleh umat muslim.; #TokohMuslimBerpengaruh #TheMuslim500;",0,0,0,0,0,0,0,0,0
1872,6062,USER Peluk dulu sebelum ambil bom nya... eh takjilnya...',0,0,0,0,0,0,0,0,0
1873,8626,Wong jowo menyebutnya dg set......hewan yg merubung bangkai',0,0,0,0,0,0,0,0,0
1874,7714,USER Sudah di nyinyirin para bani kampret apa belom?',1,1,0,1,0,0,0,0,1
1875,9226,"Gubernur Ahmad Heryawan Klaim MTQ Kali Ini Paling Bagus dan Terbaik, Pasalnyaâ?¦",0,0,0,0,0,0,0,0,0
1876,8519,"Pada akhirnya, dia menganut agama Buddha, namun, dia banyak tahu tentang ajaran agama Islam, Kristen, Hindu, dan Konghucu. Like her parents, dia meyakini bahwa semua agama di dunia ini adalah benar, tidak ada yg baik dan buruk, tidak ada ajaran agama yg",0,0,0,0,0,0,0,0,0
1877,11629,"dulu manis, sopan, terus gemes gitu, adik material, makamya dulu lu masuk jajaran my top sissy, tapi sekarang, najis jijay bajay, gaada manis2nya, gada gemes2nya, asu asuan terus kerjaannya, udah gue lepeh juga lah dr jajaran adik2 gue mon maap WKWKWKW'",1,1,1,0,0,0,0,0,1
1878,6297,"Allah SWT pembohong dungu yg biadab, tak memenuhi janjinya Allah menjanjikan kamu harta rampasan yg banyak (48:20)",1,1,0,1,1,0,0,0,0
1879,6969,USER USER Rezim komunis ayo hak rakyat tentukan pilihanmu untuk pemimpin negri ini yg lbh baik lgi hak ditangani kalian rakyat RI \xe2\x9c\x8a\xf0\x9f\x8f\xbbparpol vs rakyat RI seluruhnya hak kekuatan \xe2\x9c\x8a\xf0\x9f\x8f\xbb\xf0\x9f\,0,0,0,0,0,0,0,0,0
1880,7896,"SAH!!! Survei Terbaru: Mayoritas Warga Tak Ingin Jokowi Jadi Presiden Lagi Padahal sudah bagi2 duit di jalanan, bagi2 sembako, naik choper :D; ; Tapi tetep #2019GantiPresiden",1,0,1,0,0,0,0,0,1
1881,8541,"Baru tahu kalau Greg Graffin juga punya album folky (atau malah country tradisional) berjudul Millport. Tapi, yg namanya Greg, evolutionary biologist, &amp; pentolan Bad Religion, penggagas Punk Manifesto, musik countrynya jadi ganjil: Country tanpa kris",0,0,0,0,0,0,0,0,0
1882,169,"USER Kelemahan gerindra itu ada di orang ini,...Prabowo turun elektabilitasnya karena CONGOR fadlizon spt DURNO'",1,1,1,0,0,0,0,0,1
1883,3095,pagi2 udh ky kntl',0,1,0,0,0,0,0,0,0
1884,9810,Udah sinting URL,0,1,0,0,0,0,0,0,0
1885,12853,Kampungan ya pendukung AHY URL,1,1,0,1,0,0,0,0,1
1886,49,"USER USER BTP the best ,,,abaikan kaum kampret otak micin ,,,'",1,1,0,1,0,0,0,0,1
1887,5015,"#pru14 Presiden PAS Datuk Seri Abdul Hadi Awang tidak akan mempertahankan kerusi Dewan Undangan Negeri (DUN) Rhu Rendang, sebaliknya hanya akan bertanding kerusi Parlimen - Setiausaha Agung PAS, Datuk Takiyuddin Hassan",0,0,0,0,0,0,0,0,0
1888,8041,Kaget anjir tbtb ada kucing masuk kamar asw',0,1,0,0,0,0,0,0,0
1889,1322,USER Kok bs gitu sih asu bgt paypal :(',1,1,0,1,0,0,0,0,1
1890,3714,Lengserkan Jokowi sekarang juga..,1,0,1,0,0,0,0,0,1
1891,3716,"pastinya kan temen baik lebih paham kondisi keuangan kita dibanding ahli ekonomi, jadi bisa kasih saran yang lebih obyektif pastinya...; #LPSSahabatNasabah; #YukNabung",0,0,0,0,0,0,0,0,0
1892,3343,"Iya, TNI AD emang nafsu banget pengen ikutan di pemerintahan, doktrin kekaryaan. Makanya dia dukung Soekarno bubarkan Parlemen dgn Dekrit",1,0,0,1,0,0,0,0,1
1893,7610,USER USER USER USER Pepatah itu cocoknya buat jongos yg nyaring ngibulnya\nSangking sibuk kerja(pencitraan) dolar ngeroket..si tablo planga dongo',1,1,1,0,0,0,0,0,1
1894,682,"USER Nasdem itu sudah jadi bahan tertawaan anak kecil seluruh Indonesia. Omongan kader2nya asbun. Yg mau jadi cawapres Jokowi itu cuma khayalan kader2 partai. Rakyat ga ada yg peduli, kecuali #2019GantiPresiden",1,0,0,1,0,0,0,0,1
